country_code,country_code_a3,country_name,year,is_exporter,brent_price_usd,brent_yoy_pct,fiscal_delta_pp,spending_pressure_pp,subsidy_strain_score,passthrough_factor,oil_inflation_pp,cpi_actual_pct,employment_pressure_score,transmission_severity
QA,QAT,Qatar,2005,True,54.520000,42.461458,16.210577,0.000000,0.000000,0.150000,6.369219,8.814395,0.000000,0.176289
QA,QAT,Qatar,2006,True,65.140000,19.479090,6.652501,0.000000,0.000000,0.150000,2.921864,11.835810,0.000000,0.086955
QA,QAT,Qatar,2007,True,72.440000,11.206632,3.451683,0.000000,0.000000,0.150000,1.680995,13.758163,0.000000,0.056662
QA,QAT,Qatar,2008,True,96.940000,33.821093,11.027053,0.000000,0.000000,0.150000,5.073164,15.050145,0.000000,0.130341
QA,QAT,Qatar,2009,True,61.510000,-36.548380,-8.412181,8.412181,0.923170,0.219238,-8.012784,-4.863278,0.210155,0.380727
QA,QAT,Qatar,2010,True,79.500000,29.247277,7.780537,0.000000,0.000000,0.150000,4.387092,-2.425257,0.000000,0.102111
QA,QAT,Qatar,2011,True,111.260000,39.949686,11.963681,0.000000,0.000000,0.150000,5.992453,1.138366,0.000000,0.141630
QA,QAT,Qatar,2012,True,111.630000,0.332554,0.094243,0.000000,0.000000,0.150000,0.049883,2.315349,0.000000,0.023450
QA,QAT,Qatar,2013,True,108.660000,-2.660575,-0.674711,0.674711,0.094865,0.157115,-0.418016,3.221978,0.000830,0.052328
QA,QAT,Qatar,2014,True,98.970000,-8.917725,-1.920773,1.920773,0.232361,0.167427,-1.493068,3.349721,0.009255,0.103208
QA,QAT,Qatar,2015,True,52.390000,-47.064767,-6.132567,6.132567,0.503032,0.187727,-8.835346,1.814077,0.208966,0.273755
QA,QAT,Qatar,2016,True,43.550000,-16.873449,-1.883340,1.883340,0.068333,0.155125,-2.617494,2.676592,0.019693,0.081793
QA,QAT,Qatar,2017,True,54.250000,24.569460,3.326573,0.000000,0.000000,0.150000,3.685419,0.394879,0.000000,0.064426
QA,QAT,Qatar,2018,True,71.690000,32.147465,5.237195,0.000000,0.000000,0.150000,4.822120,0.255815,0.000000,0.084235
QA,QAT,Qatar,2019,True,64.370000,-10.210629,-1.481401,1.481401,0.055863,0.154190,-1.574374,-0.666641,0.008740,0.066828
QA,QAT,Qatar,2020,True,41.960000,-34.814355,-3.688835,3.688835,0.131040,0.159828,-5.564308,-2.540315,0.082858,0.143634
QA,QAT,Qatar,2021,True,70.680000,68.446139,10.457521,0.000000,0.000000,0.150000,10.266921,2.304466,0.000000,0.148552
QA,QAT,Qatar,2022,True,100.930000,42.798529,0.000000,-0.000000,-0.000000,0.150000,6.419779,4.995276,-0.000000,0.050483
QA,QAT,Qatar,2023,True,82.170000,-18.587140,-0.000000,0.000000,0.000000,0.150000,-2.788071,3.027649,0.000000,0.034653
QA,QAT,Qatar,2024,True,80.300000,-2.275770,-0.000000,0.000000,0.000000,0.150000,-0.341365,1.267343,0.000000,0.023988
SA,SAU,Saudi Arabia,2000,True,28.510000,,,,0.000000,0.150000,,-1.124998,0.000000,0.022500
SA,SAU,Saudi Arabia,2001,True,24.440000,-14.275693,-4.761324,4.761324,0.202035,0.165153,-2.357668,-1.120948,0.026415,0.156685
SA,SAU,Saudi Arabia,2002,True,25.020000,2.373159,0.743806,0.000000,0.000000,0.150000,0.355974,0.247186,0.000000,0.029834
SA,SAU,Saudi Arabia,2003,True,28.850000,15.307754,5.669153,0.000000,0.000000,0.150000,2.296163,0.612195,0.000000,0.076582
SA,SAU,Saudi Arabia,2004,True,38.270000,32.651646,13.922966,0.000000,0.000000,0.150000,4.897747,0.515508,0.000000,0.152090
SA,SAU,Saudi Arabia,2005,True,54.520000,42.461458,20.746937,0.000000,0.000000,0.150000,6.369219,0.479232,0.000000,0.211556
SA,SAU,Saudi Arabia,2006,True,65.140000,19.479090,9.675283,0.000000,0.000000,0.150000,2.921864,2.209023,0.000000,0.110455
SA,SAU,Saudi Arabia,2007,True,72.440000,11.206632,5.316364,0.000000,0.000000,0.150000,1.680995,4.167824,0.000000,0.071158
SA,SAU,Saudi Arabia,2008,True,96.940000,33.821093,18.292409,0.000000,0.000000,0.150000,5.073164,9.870248,0.000000,0.186824
SA,SAU,Saudi Arabia,2009,True,61.510000,-36.548380,-12.657268,12.657268,0.623025,0.196727,-7.190049,5.057223,0.205535,0.407917
SA,SAU,Saudi Arabia,2010,True,79.500000,29.247277,11.085049,0.000000,0.000000,0.150000,4.387092,5.339417,0.000000,0.127801
SA,SAU,Saudi Arabia,2011,True,111.260000,39.949686,19.639752,0.000000,0.000000,0.150000,5.992453,5.826216,0.000000,0.201306
SA,SAU,Saudi Arabia,2012,True,111.630000,0.332554,0.157662,0.000000,0.000000,0.150000,0.049883,2.866270,0.000000,0.023943
SA,SAU,Saudi Arabia,2013,True,108.660000,-2.660575,-1.182799,1.182799,0.059366,0.154452,-0.410932,3.511042,0.000744,0.056087
SA,SAU,Saudi Arabia,2014,True,98.970000,-8.917725,-3.595802,3.595802,0.196338,0.164725,-1.468975,2.241853,0.009706,0.128717
SA,SAU,Saudi Arabia,2015,True,52.390000,-47.064767,-11.275212,11.275212,0.234528,0.167590,-7.887567,1.222693,0.271092,0.327660
SA,SAU,Saudi Arabia,2016,True,43.550000,-16.873449,-3.375563,3.375563,0.059071,0.154430,-2.605773,2.053471,0.029384,0.108985
SA,SAU,Saudi Arabia,2017,True,54.250000,24.569460,5.802587,0.000000,0.000000,0.150000,3.685419,-0.834846,0.000000,0.083675
SA,SAU,Saudi Arabia,2018,True,71.690000,32.147465,9.028385,0.000000,0.000000,0.150000,4.822120,2.465943,0.000000,0.113709
SA,SAU,Saudi Arabia,2019,True,64.370000,-10.210629,-2.484203,2.484203,0.044373,0.153328,-1.565575,-1.192986,0.011748,0.083968
SA,SAU,Saudi Arabia,2020,True,41.960000,-34.814355,-5.562955,5.562955,0.092579,0.156943,-5.463885,3.372350,0.110593,0.174331
SA,SAU,Saudi Arabia,2021,True,70.680000,68.446139,16.212354,0.000000,0.000000,0.150000,10.266921,3.063290,0.000000,0.193292
SA,SAU,Saudi Arabia,2022,True,100.930000,42.798529,0.000000,-0.000000,-0.000000,0.150000,6.419779,2.474074,-0.000000,0.050483
SA,SAU,Saudi Arabia,2023,True,82.170000,-18.587140,-0.000000,0.000000,0.000000,0.150000,-2.788071,2.327085,0.000000,0.034653
SA,SAU,Saudi Arabia,2024,True,80.300000,-2.275770,-0.000000,0.000000,0.000000,0.150000,-0.341365,1.687921,0.000000,0.023988
